Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Time,Location,Instructor,
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45035","Screen Arts and Cultures (SAC)"," 341","005","Intro Indian Cinema","DIS","P  W","","","","","F","","","1-2PM","2455 MH","Shrivastava",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45441","Screen Arts and Cultures (SAC)"," 353","001","Film Hist 1960-Pres","LEC","A   ","M","","W","","","","","3-4PM","1400 CHEM","Herbert",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45442","Screen Arts and Cultures (SAC)"," 353","002","Film Hist 1960-Pres","LAB","A   ","M","","","","","","","7-10PM","AUD A AH","Herbert",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45443","Screen Arts and Cultures (SAC)"," 353","003","Film Hist 1960-Pres","DIS","P  W","","T","","","","","","1-2PM","B137 MLB","Alilunas",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45444","Screen Arts and Cultures (SAC)"," 353","004","Film Hist 1960-Pres","DIS","P  W","","T","","","","","","3-4PM","3356 MH","Arnold",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45445","Screen Arts and Cultures (SAC)"," 353","005","Film Hist 1960-Pres","DIS","P  W","","T","","","","","","1-2PM","G127 AH","Arnold",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45446","Screen Arts and Cultures (SAC)"," 353","006","Film Hist 1960-Pres","DIS","P  W","","T","","","","","","3-4PM","2436 MH","Alilunas",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13817","Screen Arts and Cultures (SAC)"," 355","001","Television History","LEC","A   ","M","","W","","","","","4-5PM","AUD D AH","Moore",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","22885","Screen Arts and Cultures (SAC)"," 355","002","Television History","LAB","A   ","M","","","","","","","5-7PM","AUD D AH","Moore",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13819","Screen Arts and Cultures (SAC)"," 355","003","Television History","DIS","P  W","","T","","","","","","1-2PM","LEC RM 1 MLB","Moore",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13821","Screen Arts and Cultures (SAC)"," 355","004","Television History","DIS","PI W","","T","","","","","","12-1PM","LEC RM 1 MLB","Rawson",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13823","Screen Arts and Cultures (SAC)"," 355","005","Television History","DIS","PI W","","T","","","","","","1-2PM","LEC RM 2 MLB","Rawson",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","38383","Screen Arts and Cultures (SAC)"," 366","001","Film,TV&Pop Cult","LEC","P  W","","T","","TH","","","","230-4PM","LEC RM 1 MLB","Moore",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","38385","Screen Arts and Cultures (SAC)"," 366","002","Film,TV&Pop Cult","LAB","A   ","","T","","","","","","4-6PM","2011 MLB","Moore",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45469","Screen Arts and Cultures (SAC)"," 366","005","Film,TV&Pop Cult","LEC","P  W","","T","","TH","","","","4-530PM","1359 MH","Rivero",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45470","Screen Arts and Cultures (SAC)"," 366","006","Film,TV&Pop Cult","LAB","A   ","","T","","","","","","7-9PM","LEC RM 2 MLB","Rivero",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","38395","Screen Arts and Cultures (SAC)"," 367","001","Intro Dig Media Stds","LEC","P  W","","T","","TH","","","","10-1130AM","LEC RM 2 MLB","Murphy",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","38397","Screen Arts and Cultures (SAC)"," 367","002","Intro Dig Media Stds","LAB","A   ","","T","","","","","","4-630PM","AUD A AH","Murphy",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","31797","Screen Arts and Cultures (SAC)"," 372","001","Contemp Film Theory","LEC","PI W","M","","W","","","","","10-1130AM","LEC RM 1 MLB","Kligerman, McVittie",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","31799","Screen Arts and Cultures (SAC)"," 372","002","Contemp Film Theory","LAB","AI  ","M","","","","","","","7-930PM","LEC RM 2 MLB","Kligerman",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33419","Screen Arts and Cultures (SAC)"," 372","003","Contemp Film Theory","LEC","PI W","M","","W","","","","","1-230PM","LEC RM 2 MLB","Kligerman, McVittie",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","37999","Screen Arts and Cultures (SAC)"," 381","001","Latinas/os and Media","LEC","P  W","","T","","TH","","","","1-230PM","G168 AH","Rivero",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","38087","Screen Arts and Cultures (SAC)"," 381","002","Latinas/os and Media","LAB","A   ","","","W","","","","","6-9PM","1300 CHEM","Rivero",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13825","Screen Arts and Cultures (SAC)"," 400","001","Filmmaking II","LEC","P RW","","T","","TH","","","","10-12PM","ARGUS2-LSATV","Rayher",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45550","Screen Arts and Cultures (SAC)"," 404","001","Collab Vis Media II","LEC","P  W","","","W","","","","","2-5PM","ARGUS2-LSATV","Bravos",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13829","Screen Arts and Cultures (SAC)"," 410","001","Screenwriting II","LEC","PI W","M","","","","","","","6-9PM","G449 MH","Burnstein",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13831","Screen Arts and Cultures (SAC)"," 427","001","Screenwriting III","LEC","PI W","","","W","","","","","7-10PM","ARR","Burnstein",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45081","Screen Arts and Cultures (SAC)"," 440","001","African Cinema","LEC","P  W","","","W","","","","","3-6PM","2347 MH","Edmondson",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13833","Screen Arts and Cultures (SAC)"," 441","001","National Cinemas","LEC","A   ","","T","","TH","","","","2-3PM","2011 MLB","Eagle",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13835","Screen Arts and Cultures (SAC)"," 441","002","National Cinemas","LAB","A   ","","","W","","","","","7-9PM","AUD A AH","Eagle",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","30069","Screen Arts and Cultures (SAC)"," 441","003","National Cinemas","DIS","P  W","","","","TH","","","","3-4PM","2011 MLB","Eagle",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","30071","Screen Arts and Cultures (SAC)"," 441","004","National Cinemas","DIS","P  W","","","","TH","","","","4-5PM","2011 MLB","Eagle",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33423","Screen Arts and Cultures (SAC)"," 441","005","National Cinemas","DIS","P  W","","","","","F","","","12-1PM","2011 MLB","Eagle",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26975","Screen Arts and Cultures (SAC)"," 455","001","Topics in Film","LEC","P  W","","T","","TH","","","","1-230PM","2437 MH","Herbert",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26977","Screen Arts and Cultures (SAC)"," 455","002","Topics in Film","LAB","A   ","","T","","","","","","7-10PM","140 LORCH","Herbert",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","39347","Screen Arts and Cultures (SAC)"," 455","003","Topics in Film","LEC","P  W","","T","","TH","","","","1-230PM","AUD D AH","Bauland",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","43821","Screen Arts and Cultures (SAC)"," 455","004","Topics in Film","LAB","A   ","M","","","","","","","7-10PM","MICH THTR","Bauland",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","29085","Screen Arts and Cultures (SAC)"," 480","001","Internship","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48826","Screen Arts and Cultures (SAC)"," 480","010","Internship","IND"," I  ","","","","","","","","ARR","ARR","Rayher",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48000","Screen Arts and Cultures (SAC)"," 480","012","Internship","IND"," I  ","","","","","","","","ARR","ARR","McNamara",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48290","Screen Arts and Cultures (SAC)"," 480","013","Internship","IND"," I  ","","","","","","","","ARR","ARR","Burnstein",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47386","Screen Arts and Cultures (SAC)"," 480","016","Internship","IND"," I  ","","","","","","","","ARR","ARR","Sarris",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51025","Screen Arts and Cultures (SAC)"," 480","020","Internship","IND"," I  ","","","","","","","","ARR","ARR","Moore",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51266","Screen Arts and Cultures (SAC)"," 480","024","Internship","IND"," I  ","","","","","","","","ARR","ARR","Murphy",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48595","Screen Arts and Cultures (SAC)"," 480","025","Internship","IND"," I  ","","","","","","","","ARR","ARR","Bravos",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48355","Screen Arts and Cultures (SAC)"," 480","034","Internship","IND"," I  ","","","","","","","","ARR","ARR","Kybartas",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48908","Screen Arts and Cultures (SAC)"," 480","037","Internship","IND"," I  ","","","","","","","","ARR","ARR","Bertellini",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48573","Screen Arts and Cultures (SAC)"," 480","038","Internship","IND"," I  ","","","","","","","","ARR","ARR","Fanucchi",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47965","Screen Arts and Cultures (SAC)"," 480","040","Internship","IND"," I  ","","","","","","","","ARR","ARR","Herbert",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13837","Screen Arts and Cultures (SAC)"," 489","001","Screenwrtg Tutorial","IND"," IR ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","28533","Screen Arts and Cultures (SAC)"," 490","001","Sr Hon Res","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51664","Screen Arts and Cultures (SAC)"," 490","010","Sr Hon Res","IND"," I  ","","","","","","","","ARR","ARR","Rayher",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51107","Screen Arts and Cultures (SAC)"," 490","012","Sr Hon Res","IND"," I  ","","","","","","","","ARR","ARR","McNamara",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48849","Screen Arts and Cultures (SAC)"," 490","016","Sr Hon Res","IND"," I  ","","","","","","","","ARR","ARR","Sarris",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48759","Screen Arts and Cultures (SAC)"," 490","024","Sr Hon Res","IND"," I  ","","","","","","","","ARR","ARR","Murphy",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48847","Screen Arts and Cultures (SAC)"," 490","034","Sr Hon Res","IND"," I  ","","","","","","","","ARR","ARR","Kybartas",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49986","Screen Arts and Cultures (SAC)"," 490","040","Sr Hon Res","IND"," I  ","","","","","","","","ARR","ARR","Herbert",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","28531","Screen Arts and Cultures (SAC)"," 499","001","Independent Study","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51544","Screen Arts and Cultures (SAC)"," 499","012","Independent Study","IND"," I  ","","","","","","","","ARR","ARR","McNamara",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51074","Screen Arts and Cultures (SAC)"," 499","013","Independent Study","IND"," I  ","","","","","","","","ARR","ARR","Burnstein",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51651","Screen Arts and Cultures (SAC)"," 499","014","Independent Study","IND"," I  ","","","","","","","","ARR","ARR","Nornes",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47377","Screen Arts and Cultures (SAC)"," 499","016","Independent Study","IND"," I  ","","","","","","","","ARR","ARR","Sarris",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51197","Screen Arts and Cultures (SAC)"," 499","025","Independent Study","IND"," I  ","","","","","","","","ARR","ARR","Bravos",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50977","Screen Arts and Cultures (SAC)"," 499","034","Independent Study","IND"," I  ","","","","","","","","ARR","ARR","Kybartas",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50748","Screen Arts and Cultures (SAC)"," 499","042","Independent Study","IND"," I  ","","","","","","","","ARR","ARR","Gleiberman",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51662","Screen Arts and Cultures (SAC)"," 499","410","Independent Study","IND"," I  ","","","","","","","","ARR","ARR","Rayher",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13839","Screen Arts and Cultures (SAC)"," 500","001","Directed Study","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50821","Screen Arts and Cultures (SAC)"," 500","016","Directed Study","IND"," I  ","","","","","","","","ARR","ARR","Sarris",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13841","Screen Arts and Cultures (SAC)"," 600","001","Research&Materials","SEM","P RW","","T","","","","","","230-530PM","2427 MH","Abel",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","28529","Screen Arts and Cultures (SAC)"," 600","002","Research&Materials","LAB","A   ","","","W","","","","","4-7PM","2155 NQ","Abel",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33429","Screen Arts and Cultures (SAC)"," 601","001","Thr Film/Elec/Digit","SEM","P RW","","","","TH","","","","3-6PM","ARR","Murphy",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33431","Screen Arts and Cultures (SAC)"," 601","002","Thr Film/Elec/Digit","LAB","A   ","","","","TH","","","","630-9PM","LEC RM 2 MLB","Murphy",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45474","Screen Arts and Cultures (SAC)"," 621","001","Thr&Prac Documentary","SEM","P RW","M","","","","","","","10-1PM","G437 MH","Nornes",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45475","Screen Arts and Cultures (SAC)"," 621","002","Thr&Prac Documentary","LAB","A   ","M","","","","","","","4-7PM","AUD A AH","Nornes",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13843","Screen Arts and Cultures (SAC)"," 700","001","Directed Research","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48999","Screen Arts and Cultures (SAC)"," 700","023","Directed Research","IND"," I  ","","","","","","","","ARR","ARR","Abel",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50850","Screen Arts and Cultures (SAC)"," 700","024","Directed Research","IND"," I  ","","","","","","","","ARR","ARR","Murphy",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44545","Screen Arts and Cultures (SAC)"," 990","001","Diss/Precand","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49000","Screen Arts and Cultures (SAC)"," 990","023","Diss/Precand","IND"," I  ","","","","","","","","ARR","ARR","Abel",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49865","Screen Arts and Cultures (SAC)"," 990","024","Diss/Precand","IND"," I  ","","","","","","","","ARR","ARR","Murphy",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47966","Screen Arts and Cultures (SAC)"," 990","040","Diss/Precand","IND"," I  ","","","","","","","","ARR","ARR","Herbert",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44547","Screen Arts and Cultures (SAC)"," 995","001","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50228","Screen Arts and Cultures (SAC)"," 995","014","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Nornes",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50291","Screen Arts and Cultures (SAC)"," 995","019","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Gunckel",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51704","Screen Arts and Cultures (SAC)"," 995","040","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Herbert",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45544","Bosnian/Croatian/Serbian (BCS)"," 131","001","First-Year BCS I","REC","P   ","M","T","W","TH","","","","12-1PM","2004 MLB","Rosic",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15911","Bosnian/Croatian/Serbian (BCS)"," 439","001","Dir Read of BCS","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48373","Bosnian/Croatian/Serbian (BCS)"," 439","016","Dir Read of BCS","IND"," I  ","","","","","","","","ARR","ARR","Rosic",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45545","Czech (CZECH)"," 141","001","First Year Czech","REC","P   ","M","T","W","TH","","","","12-1PM","B120 MLB","Pasek",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13091","Czech (CZECH)"," 480","001","Superv Czech Read","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15491","Polish (POLISH)"," 121","001","First Yr Polish","REC","P  W","M","T","W","TH","","","","1-2PM","B120 MLB","Pasek",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44383","Polish (POLISH)"," 121","002","First Yr Polish","REC","P   ","M","T","W","TH","","","","12-1PM","1624 CHEM","Greig",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15493","Polish (POLISH)"," 221","001","2nd Yr Polish","REC","P  W","M","T","W","TH","","","","10-11AM","3312 MLB","Westwalewicz",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15495","Polish (POLISH)"," 321","001","Third Year Polish","REC","P  W","M","","W","","","","","230-4PM","2265 NQ","Pasek",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","27535","Polish (POLISH)"," 421","001","4th-Year Polish I","REC","P  W","","","","","","","","ARR","ARR","Westwalewicz",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","27443","Polish (POLISH)"," 450","001","Directed Reading","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48594","Polish (POLISH)"," 450","003","Directed Reading","IND"," I  ","","","","","","","","ARR","ARR","Westwalewicz",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15497","Polish (POLISH)"," 621","001","Direct Read Pol Lit","IND"," IR ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15869","Russian (RUSSIAN)"," 101","001","First Year","REC","P  W","M","T","W","TH","F","","","10-11AM","427 DENN","Turk",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15871","Russian (RUSSIAN)"," 101","002","First Year","REC","P  W","M","T","W","TH","F","","","12-1PM","2006 MLB","Scherer",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15875","Russian (RUSSIAN)"," 103","001","Int First Yr","LEC","P  W","M","T","","TH","F","","","11-12PM","68GR EQ","Makin",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","27301","Russian (RUSSIAN)"," 103","002","Int First Yr","REC","A   ","M","T","","TH","F","","","12-1PM","68GR EQ","Makin, Besprozvany",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15877","Russian (RUSSIAN)"," 201","001","Second Year","REC","P RW","M","T","W","TH","F","","","12-1PM","1135 NQ","Boskovic",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45546","Russian (RUSSIAN)"," 201","002","Second Year","REC","P R ","M","T","W","TH","F","","","10-11AM","3163 USB","Sutter",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33553","Russian (RUSSIAN)"," 225","001","Russian Heritage I","REC","P  W","M","","W","","","","","1130-1PM","B119 MLB","Shkolnik",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15879","Russian (RUSSIAN)"," 301","001","Third Year Russian","REC","P RW","M","T","W","TH","","","","10-11AM","5000 STB","Shkolnik",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50956","Russian (RUSSIAN)"," 315","001","Field Work","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50957","Russian (RUSSIAN)"," 315","021","Field Work","IND"," I  ","","","","","","","","ARR","ARR","Makin",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","41803","Russian (RUSSIAN)"," 322","001","Russia Today","LEC","A   ","M","","W","","","","","1-230PM","3254 LSA","Makin",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","41805","Russian (RUSSIAN)"," 322","002","Russia Today","DIS","P  W","","T","","","","","","3-4PM","2412 MLB","Zychowicz",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","41807","Russian (RUSSIAN)"," 322","003","Russia Today","DIS","P  W","","","W","","","","","3-4PM","B137 MLB","Zychowicz",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","41809","Russian (RUSSIAN)"," 322","004","Russia Today","DIS","P  W","","","","TH","","","","1-2PM","2347 MH","Zychowicz",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15883","Russian (RUSSIAN)"," 347","001","Survey Russ Lit","LEC","P  W","M","","W","","","","","230-4PM","2449 MH","Khagi",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45555","Russian (RUSSIAN)"," 361","001","Russian Modernism","LEC","P  W","","T","","TH","","","","1-230PM","3304 MLB","Ronen",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15881","Russian (RUSSIAN)"," 401","001","Fourth Year Russian","REC","P  W","","T","","TH","","","","1130-1PM","3304 MLB","Shkolnik",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","","Russian (RUSSIAN)"," 401","","Fourth Year Russian","REC","P  W","","","W","","","","","9-10AM","2202 MLB","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","27421","Russian (RUSSIAN)"," 430","001","Supervised Reading","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48601","Russian (RUSSIAN)"," 430","004","Supervised Reading","IND"," I  ","","","","","","","","ARR","ARR","Shkolnik",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51531","Russian (RUSSIAN)"," 430","005","Supervised Reading","IND"," I  ","","","","","","","","ARR","ARR","Eagle",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15885","Russian (RUSSIAN)"," 491","001","Senior Honors","IND"," IR ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","29073","Russian (RUSSIAN)"," 501","001","Fifth-Year Russian","REC","P  W","","T","","TH","","","","4-6PM","2010 MLB","Rogovyk",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45610","Russian (RUSSIAN)"," 510","001","Teach Pedagogy Lab","LAB","P   ","","","","","F","","","3-5PM","3308 MLB","Rogovyk",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45554","Russian (RUSSIAN)"," 561","001","Russian Modernism","LEC","P   ","","T","","TH","","","","1-230PM","3304 MLB","Ronen",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15887","Russian (RUSSIAN)"," 651","001","Superv Read Lit","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50857","Russian (RUSSIAN)"," 651","005","Superv Read Lit","IND"," I  ","","","","","","","","ARR","ARR","Eagle",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45553","Russian (RUSSIAN)"," 861","001","Sem 20c Literature","SEM","P  W","M","","W","","","","","4-530PM","3347 MH","Makin",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15889","Russian (RUSSIAN)"," 990","001","Diss-Precand","IND"," IR ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15891","Russian (RUSSIAN)"," 995","001","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50274","Russian (RUSSIAN)"," 995","022","Diss-Cand","IND","  R ","","","","","","","","ARR","ARR","Maiorova",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50404","Russian (RUSSIAN)"," 995","026","Diss-Cand","IND","  R ","","","","","","","","ARR","ARR","Aleksic",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35909","Slavic (SLAVIC)"," 151","002","First Year Seminar","SEM","PIRW","M","","W","","","","","230-4PM","2155 NQ","Krutikov",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35911","Slavic (SLAVIC)"," 151","003","First Year Seminar","SEM","PIRW","M","","W","","","","","1-230PM","3347 MH","Paloff",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","43589","Slavic (SLAVIC)"," 151","004","First Year Seminar","SEM","PIRW","","T","","TH","","","","4-530PM","3304 MLB","Ronen",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15913","Slavic (SLAVIC)"," 225","001","Art&Cul Cent Eur","LEC","P  W","M","","W","","F","","","2-3PM","2011 MLB","Eagle, Carpenter, Paloff, Khagi",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15915","Slavic (SLAVIC)"," 313","001","Russia/Ukraine Film","LEC","A   ","","T","","TH","","","","2-3PM","2011 MLB","Eagle",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","22917","Slavic (SLAVIC)"," 313","002","Russia/Ukraine Film","LAB","A   ","","","W","","","","","7-9PM","AUD A AH","Eagle",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15917","Slavic (SLAVIC)"," 313","003","Russia/Ukraine Film","DIS","P  W","","","","TH","","","","3-4PM","2011 MLB","Eagle",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","30125","Slavic (SLAVIC)"," 313","004","Russia/Ukraine Film","DIS","P  W","","","","TH","","","","4-5PM","2011 MLB","Eagle",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","41513","Slavic (SLAVIC)"," 313","005","Russia/Ukraine Film","DIS","P  W","","","","","F","","","12-1PM","2011 MLB","Eagle",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","43075","Slavic (SLAVIC)"," 316","001","RUSLAN Service Lrng","SEM","P  W","","T","","","","","","230-4PM","68GR EQ","Makin",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","","Slavic (SLAVIC)"," 316","","RUSLAN Service Lrng","SEM","P  W","","","","TH","","","","230-4PM","139TY EQ","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15919","Slavic (SLAVIC)"," 395","001","Sur Russ&Sov","LEC","A   ","","T","","TH","","","","230-4PM","1528 CCL","Suny",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15921","Slavic (SLAVIC)"," 395","002","Sur Russ&Sov","DIS","P  W","M","","","","","","","1-2PM","G228 AH","Hubbard",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15923","Slavic (SLAVIC)"," 395","003","Sur Russ&Sov","DIS","P  W","M","","","","","","","12-1PM","G228 AH","Hubbard",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15925","Slavic (SLAVIC)"," 395","004","Sur Russ&Sov","DIS","P  W","","","","","F","","","11-12PM","413 DENN","Getty",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26123","Slavic (SLAVIC)"," 395","005","Sur Russ&Sov","DIS","P  W","","","","","F","","","12-1PM","427 DENN","Getty",
